GeneID,Symbol,Entry,Entry Name,Gene Name
345611,IRGM,A1A4Y4,IRGM_HUMAN,IRGM
345611,IRGM,A1A4Y4,IRGM_HUMAN,IFI1
345611,IRGM,A1A4Y4,IRGM_HUMAN,IRGM1
345611,IRGM,A1A4Y4,IRGM_HUMAN,LRG47
23240,TMEM131L,A2VDJ0,T131L_HUMAN,TMEM131L
23240,TMEM131L,A2VDJ0,T131L_HUMAN,KIAA0922
29062,WDR91,A4D1P6,WDR91_HUMAN,WDR91
29062,WDR91,A4D1P6,WDR91_HUMAN,HSPC049
441925,BECN2,A8MW95,BECN2_HUMAN,BECN2
441925,BECN2,A8MW95,BECN2_HUMAN,BECN1L1
441925,BECN2,A8MW95,BECN2_HUMAN,BECN1P1
1777,DNASE2,O00115,DNS2A_HUMAN,DNASE2
1777,DNASE2,O00115,DNS2A_HUMAN,DNASE2A
1777,DNASE2,O00115,DNS2A_HUMAN,DNL2
9179,AP4M1,O00189,AP4M1_HUMAN,AP4M1
9179,AP4M1,O00189,AP4M1_HUMAN,MUARP2
8546,AP3B1,O00203,AP3B1_HUMAN,AP3B1
8546,AP3B1,O00203,AP3B1_HUMAN,ADTB3A
7099,TLR4,O00206,TLR4_HUMAN,TLR4
406,BMAL1,O00327,BMAL1_HUMAN,BMAL1
406,BMAL1,O00327,BMAL1_HUMAN,ARNTL
406,BMAL1,O00327,BMAL1_HUMAN,BHLHE5
406,BMAL1,O00327,BMAL1_HUMAN,MOP3
406,BMAL1,O00327,BMAL1_HUMAN,PASD3
6819,SULT1C2,O00338,ST1C2_HUMAN,SULT1C2
6819,SULT1C2,O00338,ST1C2_HUMAN,SULT1C1
4126,MANBA,O00462,MANBA_HUMAN,MANBA
4126,MANBA,O00462,MANBA_HUMAN,MANB1
274,BIN1,O00499,BIN1_HUMAN,BIN1
274,BIN1,O00499,BIN1_HUMAN,AMPHL
8635,RNASET2,O00584,RNT2_HUMAN,RNASET2
8635,RNASET2,O00584,RNT2_HUMAN,RNASE6PL
10475,TRIM38,O00635,TRI38_HUMAN,TRIM38
10475,TRIM38,O00635,TRI38_HUMAN,RNF15
10475,TRIM38,O00635,TRI38_HUMAN,RORET
4125,MAN2B1,O00754,MA2B1_HUMAN,MAN2B1
4125,MAN2B1,O00754,MA2B1_HUMAN,LAMAN
4125,MAN2B1,O00754,MA2B1_HUMAN,MANB
8943,AP3D1,O14617,AP3D1_HUMAN,AP3D1
8943,AP3D1,O14617,AP3D1_HUMAN,PRO0039
5826,ABCD4,O14678,ABCD4_HUMAN,ABCD4
5826,ABCD4,O14678,ABCD4_HUMAN,PXMP1L
1200,TPP1,O14773,TPP1_HUMAN,TPP1
1200,TPP1,O14773,TPP1_HUMAN,CLN2
1200,TPP1,O14773,TPP1_HUMAN,GIG1
1200,TPP1,O14773,TPP1_HUMAN,UNQ267/PRO304
7782,SLC30A4,O14863,ZNT4_HUMAN,SLC30A4
7782,SLC30A4,O14863,ZNT4_HUMAN,ZNT4
9032,TM4SF5,O14894,T4S5_HUMAN,TM4SF5
9146,HGS,O14964,HGS_HUMAN,HGS
9146,HGS,O14964,HGS_HUMAN,HRS
2580,GAK,O14976,GAK_HUMAN,GAK
2580,GAK,O14976,GAK_HUMAN,DNAJC26
4864,NPC1,O15118,NPC1_HUMAN,NPC1
8992,ATP6V0E1,O15342,VA0E1_HUMAN,ATP6V0E1
8992,ATP6V0E1,O15342,VA0E1_HUMAN,ATP6H
8992,ATP6V0E1,O15342,VA0E1_HUMAN,ATP6V0E
8417,STX7,O15400,STX7_HUMAN,STX7
1318,SLC31A2,O15432,COPT2_HUMAN,SLC31A2
1318,SLC31A2,O15432,COPT2_HUMAN,COPT2
1318,SLC31A2,O15432,COPT2_HUMAN,CTR2
8399,PLA2G10,O15496,PA2GX_HUMAN,PLA2G10
9575,CLOCK,O15516,CLOCK_HUMAN,CLOCK
9575,CLOCK,O15516,CLOCK_HUMAN,BHLHE8
9575,CLOCK,O15516,CLOCK_HUMAN,KIAA0334
9907,AP5Z1,O43299,AP5Z1_HUMAN,AP5Z1
9907,AP5Z1,O43299,AP5Z1_HUMAN,KIAA0415
9907,AP5Z1,O43299,AP5Z1_HUMAN,SPG48
10542,LAMTOR5,O43504,LTOR5_HUMAN,LAMTOR5
10542,LAMTOR5,O43504,LTOR5_HUMAN,HBXIP
10542,LAMTOR5,O43504,LTOR5_HUMAN,XIP
11342,RNF13,O43567,RNF13_HUMAN,RNF13
11342,RNF13,O43567,RNF13_HUMAN,RZF
9066,SYT7,O43581,SYT7_HUMAN,SYT7
9066,SYT7,O43581,SYT7_HUMAN,PCANAP7
27243,CHMP2A,O43633,CHM2A_HUMAN,CHMP2A
27243,CHMP2A,O43633,CHM2A_HUMAN,BC2
27243,CHMP2A,O43633,CHM2A_HUMAN,CHMP2
164,AP1G1,O43747,AP1G1_HUMAN,AP1G1
164,AP1G1,O43747,AP1G1_HUMAN,ADTG
164,AP1G1,O43747,AP1G1_HUMAN,CLAPG1
8405,SPOP,O43791,SPOP_HUMAN,SPOP
8372,HYAL3,O43820,HYAL3_HUMAN,HYAL3
8372,HYAL3,O43820,HYAL3_HUMAN,LUCA3
57016,AKR1B10,O60218,AK1BA_HUMAN,AKR1B10
57016,AKR1B10,O60218,AK1BA_HUMAN,AKR1B11
5071,PRKN,O60260,PRKN_HUMAN,PRKN
5071,PRKN,O60260,PRKN_HUMAN,PARK2
9043,SPAG9,O60271,JIP4_HUMAN,SPAG9
9043,SPAG9,O60271,JIP4_HUMAN,HSS
9043,SPAG9,O60271,JIP4_HUMAN,KIAA0516
9043,SPAG9,O60271,JIP4_HUMAN,MAPK8IP4
9043,SPAG9,O60271,JIP4_HUMAN,SYD1
9043,SPAG9,O60271,JIP4_HUMAN,HLC6
23295,MGRN1,O60291,MGRN1_HUMAN,MGRN1
23295,MGRN1,O60291,MGRN1_HUMAN,KIAA0544
23295,MGRN1,O60291,MGRN1_HUMAN,RNF156
66008,TRAK2,O60296,TRAK2_HUMAN,TRAK2
66008,TRAK2,O60296,TRAK2_HUMAN,ALS2CR3
66008,TRAK2,O60296,TRAK2_HUMAN,KIAA0549
7107,GPR137B,O60478,G137B_HUMAN,GPR137B
7107,GPR137B,O60478,G137B_HUMAN,TM7SF1
8029,CUBN,O60494,CUBN_HUMAN,CUBN
8029,CUBN,O60494,CUBN_HUMAN,IFCR
10103,TSPAN1,O60635,TSN1_HUMAN,TSPAN1
9214,FCMR,O60667,FCMR_HUMAN,FCMR
9214,FCMR,O60667,FCMR_HUMAN,FAIM3
9214,FCMR,O60667,FCMR_HUMAN,TOSO
6643,SNX2,O60749,SNX2_HUMAN,SNX2
6643,SNX2,O60749,SNX2_HUMAN,TRG9
10043,TOM1,O60784,TOM1_HUMAN,TOM1
10266,RAMP2,O60895,RAMP2_HUMAN,RAMP2
10268,RAMP3,O60896,RAMP3_HUMAN,RAMP3
1515,CTSV,O60911,CATL2_HUMAN,CTSV
1515,CTSV,O60911,CATL2_HUMAN,CATL2
1515,CTSV,O60911,CATL2_HUMAN,CTSL2
1515,CTSV,O60911,CATL2_HUMAN,CTSU
1515,CTSV,O60911,CATL2_HUMAN,UNQ268/PRO305
1497,CTNS,O60931,CTNS_HUMAN,CTNS
4286,MITF,O75030,MITF_HUMAN,MITF
4286,MITF,O75030,MITF_HUMAN,BHLHE32
9829,DNAJC6,O75061,AUXI_HUMAN,DNAJC6
9829,DNAJC6,O75061,AUXI_HUMAN,KIAA0473
9475,ROCK2,O75116,ROCK2_HUMAN,ROCK2
9475,ROCK2,O75116,ROCK2_HUMAN,KIAA0619
9681,DEPDC5,O75140,DEPD5_HUMAN,DEPDC5
9681,DEPDC5,O75140,DEPD5_HUMAN,KIAA0645
219333,USP12,O75317,UBP12_HUMAN,USP12
219333,USP12,O75317,UBP12_HUMAN,UBH1
219333,USP12,O75317,UBP12_HUMAN,USP12L1
9550,ATP6V1G1,O75348,VATG1_HUMAN,ATP6V1G1
9550,ATP6V1G1,O75348,VATG1_HUMAN,ATP6G
9550,ATP6V1G1,O75348,VATG1_HUMAN,ATP6G1
9550,ATP6V1G1,O75348,VATG1_HUMAN,ATP6J
9525,VPS4B,O75351,VPS4B_HUMAN,VPS4B
9525,VPS4B,O75351,VPS4B_HUMAN,SKD1
9525,VPS4B,O75351,VPS4B_HUMAN,VPS42
9525,VPS4B,O75351,VPS4B_HUMAN,MIG1
8674,VAMP4,O75379,VAMP4_HUMAN,VAMP4
9559,VPS26A,O75436,VP26A_HUMAN,VPS26A
9559,VPS26A,O75436,VP26A_HUMAN,VPS26
1203,CLN5,O75503,CLN5_HUMAN,CLN5
1203,CLN5,O75503,CLN5_HUMAN,BMPS
10040,TOM1L1,O75674,TM1L1_HUMAN,TOM1L1
10040,TOM1L1,O75674,TM1L1_HUMAN,SRCASM
10159,ATP6AP2,O75787,RENR_HUMAN,ATP6AP2
10159,ATP6AP2,O75787,RENR_HUMAN,ATP6IP2
10159,ATP6AP2,O75787,RENR_HUMAN,CAPER
10159,ATP6AP2,O75787,RENR_HUMAN,ELDF10
10159,ATP6AP2,O75787,RENR_HUMAN,HT028
10159,ATP6AP2,O75787,RENR_HUMAN,MSTP009
10159,ATP6AP2,O75787,RENR_HUMAN,PSEC0072
8906,AP1G2,O75843,AP1G2_HUMAN,AP1G2
8530,CST7,O76096,CYTF_HUMAN,CST7
7226,TRPM2,O94759,TRPM2_HUMAN,TRPM2
7226,TRPM2,O94759,TRPM2_HUMAN,EREG1
7226,TRPM2,O94759,TRPM2_HUMAN,KNP3
7226,TRPM2,O94759,TRPM2_HUMAN,LTRPC2
7226,TRPM2,O94759,TRPM2_HUMAN,TRPC7
23120,ATP10B,O94823,AT10B_HUMAN,ATP10B
23120,ATP10B,O94823,AT10B_HUMAN,ATPVB
23120,ATP10B,O94823,AT10B_HUMAN,KIAA0715
9725,TMEM63A,O94886,CSCL1_HUMAN,TMEM63A
9725,TMEM63A,O94886,CSCL1_HUMAN,KIAA0489
9725,TMEM63A,O94886,CSCL1_HUMAN,KIAA0792
11337,GABARAP,O95166,GBRAP_HUMAN,GABARAP
11337,GABARAP,O95166,GBRAP_HUMAN,FLC3B
11337,GABARAP,O95166,GBRAP_HUMAN,HT004
23557,SNAPIN,O95295,SNAPN_HUMAN,SNAPIN
23557,SNAPIN,O95295,SNAPN_HUMAN,BLOC1S7
23557,SNAPIN,O95295,SNAPN_HUMAN,SNAP25BP
23557,SNAPIN,O95295,SNAPN_HUMAN,SNAPAP
25798,BRI3,O95415,BRI3_HUMAN,BRI3
19,ABCA1,O95477,ABCA1_HUMAN,ABCA1
19,ABCA1,O95477,ABCA1_HUMAN,ABC1
19,ABCA1,O95477,ABCA1_HUMAN,CERP
9342,SNAP29,O95721,SNP29_HUMAN,SNAP29
8915,BCL10,O95999,BCL10_HUMAN,BCL10
8915,BCL10,O95999,BCL10_HUMAN,CIPER
8915,BCL10,O95999,BCL10_HUMAN,CLAP
9476,NAPSA,O96009,NAPSA_HUMAN,NAPSA
9476,NAPSA,O96009,NAPSA_HUMAN,NAP1
9476,NAPSA,O96009,NAPSA_HUMAN,NAPA
100,ADA,P00813,ADA_HUMAN,ADA
100,ADA,P00813,ADA_HUMAN,ADA1
3949,LDLR,P01130,LDLR_HUMAN,LDLR
3553,IL1B,P01584,IL1B_HUMAN,IL1B
3553,IL1B,P01584,IL1B_HUMAN,IL1F2
3122,HLA-DRA,P01903,DRA_HUMAN,HLA-DRA
3122,HLA-DRA,P01903,DRA_HUMAN,HLA-DRA1
3118,HLA-DQA2,P01906,DQA2_HUMAN,HLA-DQA2
3118,HLA-DQA2,P01906,DQA2_HUMAN,HLA-DXA
3117,HLA-DQA1,P01909,DQA1_HUMAN,HLA-DQA1
3123,HLA-DRB1,P01911,DRB1_HUMAN,HLA-DRB1
3119,HLA-DQB1,P01920,DQB1_HUMAN,HLA-DQB1
3119,HLA-DQB1,P01920,DQB1_HUMAN,HLA-DQB
1410,CRYAB,P02511,CRYAB_HUMAN,CRYAB
1410,CRYAB,P02511,CRYAB_HUMAN,CRYA2
1410,CRYAB,P02511,CRYAB_HUMAN,HSPB5
2512,FTL,P02792,FRIL_HUMAN,FTL
2495,FTH1,P02794,FRIH_HUMAN,FTH1
2495,FTH1,P02794,FRIH_HUMAN,FTH
2495,FTH1,P02794,FRIH_HUMAN,FTHL6
2495,FTH1,P02794,FRIH_HUMAN,OK/SW-cl.84
2495,FTH1,P02794,FRIH_HUMAN,PIG15
2629,GBA1,P04062,GBA1_HUMAN,GBA1
2629,GBA1,P04062,GBA1_HUMAN,GBA
2629,GBA1,P04062,GBA1_HUMAN,GC
2629,GBA1,P04062,GBA1_HUMAN,GLUC
2517,FUCA1,P04066,FUCO_HUMAN,FUCA1
2517,FUCA1,P04066,FUCO_HUMAN,Nbla10230
972,CD74,P04233,HG2A_HUMAN,CD74
972,CD74,P04233,HG2A_HUMAN,DHLAG
3115,HLA-DPB1,P04440,DPB1_HUMAN,HLA-DPB1
3115,HLA-DPB1,P04440,DPB1_HUMAN,HLA-DP1B
6184,RPN1,P04843,RPN1_HUMAN,RPN1
351,APP,P05067,A4_HUMAN,APP
351,APP,P05067,A4_HUMAN,A4
351,APP,P05067,A4_HUMAN,AD1
4353,MPO,P05164,PERM_HUMAN,MPO
3120,HLA-DQB2,P05538,DQB2_HUMAN,HLA-DQB2
3120,HLA-DQB2,P05538,DQB2_HUMAN,HLA-DXB
3643,INSR,P06213,INSR_HUMAN,INSR
2717,GLA,P06280,AGAL_HUMAN,GLA
3111,HLA-DOA,P06340,DOA_HUMAN,HLA-DOA
3111,HLA-DOA,P06340,DOA_HUMAN,HLA-DNA
3111,HLA-DOA,P06340,DOA_HUMAN,HLA-DZA
3073,HEXA,P06865,HEXA_HUMAN,HEXA
1509,CTSD,P07339,CATD_HUMAN,CTSD
1509,CTSD,P07339,CATD_HUMAN,CPSD
823,CAPN1,P07384,CAN1_HUMAN,CAPN1
823,CAPN1,P07384,CAN1_HUMAN,CANPL1
823,CAPN1,P07384,CAN1_HUMAN,PIG30
154,ADRB2,P07550,ADRB2_HUMAN,ADRB2
154,ADRB2,P07550,ADRB2_HUMAN,ADRB2R
154,ADRB2,P07550,ADRB2_HUMAN,B2AR
5660,PSAP,P07602,SAP_HUMAN,PSAP
5660,PSAP,P07602,SAP_HUMAN,GLBA
5660,PSAP,P07602,SAP_HUMAN,SAP1
3074,HEXB,P07686,HEXB_HUMAN,HEXB
3074,HEXB,P07686,HEXB_HUMAN,HCC7
1514,CTSL,P07711,CATL1_HUMAN,CTSL
1514,CTSL,P07711,CATL1_HUMAN,CTSL1
1508,CTSB,P07858,CATB_HUMAN,CTSB
1508,CTSB,P07858,CATB_HUMAN,CPSB
6439,SFTPB,P07988,PSPB_HUMAN,SFTPB
6439,SFTPB,P07988,PSPB_HUMAN,SFTP3
6520,SLC3A2,P08195,4F2_HUMAN,SLC3A2
6520,SLC3A2,P08195,4F2_HUMAN,MDU1
2990,GUSB,P08236,BGLR_HUMAN,GUSB
1511,CTSG,P08311,CATG_HUMAN,CTSG
3055,HCK,P08631,HCK_HUMAN,HCK
412,STS,P08842,STS_HUMAN,STS
412,STS,P08842,STS_HUMAN,ARSC1
967,CD63,P08962,CD63_HUMAN,CD63
967,CD63,P08962,CD63_HUMAN,MLA1
967,CD63,P08962,CD63_HUMAN,TSPAN30
1211,CLTA,P09496,CLCA_HUMAN,CLTA
1212,CLTB,P09497,CLCB_HUMAN,CLTB
5159,PDGFRB,P09619,PGFRB_HUMAN,PDGFRB
5159,PDGFRB,P09619,PGFRB_HUMAN,PDGFR
5159,PDGFRB,P09619,PGFRB_HUMAN,PDGFR1
1512,CTSH,P09668,CATH_HUMAN,CTSH
1512,CTSH,P09668,CATH_HUMAN,CPSB
7345,UCHL1,P09936,UCHL1_HUMAN,UCHL1
5045,FURIN,P09958,FURIN_HUMAN,FURIN
5045,FURIN,P09958,FURIN_HUMAN,FUR
5045,FURIN,P09958,FURIN_HUMAN,PACE
5045,FURIN,P09958,FURIN_HUMAN,PCSK3
801;805;808,CALM1,P0DP23,CALM1_HUMAN,CALM1
801;805;808,CALM1,P0DP23,CALM1_HUMAN,CALM
801;805;808,CALM1,P0DP23,CALM1_HUMAN,CAM
801;805;808,CALM1,P0DP23,CALM1_HUMAN,CAM1
801;805;808,CALM2,P0DP24,CALM2_HUMAN,CALM2
801;805;808,CALM2,P0DP24,CALM2_HUMAN,CAM2
801;805;808,CALM2,P0DP24,CALM2_HUMAN,CAMB
801;805;808,CALM3,P0DP25,CALM3_HUMAN,CALM3
801;805;808,CALM3,P0DP25,CALM3_HUMAN,CALML2
801;805;808,CALM3,P0DP25,CALM3_HUMAN,CAM3
801;805;808,CALM3,P0DP25,CALM3_HUMAN,CAMC
801;805;808,CALM3,P0DP25,CALM3_HUMAN,CAMIII
5552,SRGN,P10124,SRGN_HUMAN,SRGN
5552,SRGN,P10124,SRGN_HUMAN,PRG
5552,SRGN,P10124,SRGN_HUMAN,PRG1
3002,GZMB,P10144,GRAB_HUMAN,GZMB
3002,GZMB,P10144,GRAB_HUMAN,CGL1
3002,GZMB,P10144,GRAB_HUMAN,CSPB
3002,GZMB,P10144,GRAB_HUMAN,CTLA1
3002,GZMB,P10144,GRAB_HUMAN,GRB
6036,RNASE2,P10153,RNAS2_HUMAN,RNASE2
6036,RNASE2,P10153,RNAS2_HUMAN,EDN
6036,RNASE2,P10153,RNAS2_HUMAN,RNS2
2548,GAA,P10253,LYAG_HUMAN,GAA
5476,CTSA,P10619,PPGB_HUMAN,CTSA
5476,CTSA,P10619,PPGB_HUMAN,PPGB
1191,CLU,P10909,CLUS_HUMAN,CLU
1191,CLU,P10909,CLUS_HUMAN,APOJ
1191,CLU,P10909,CLUS_HUMAN,CLI
1191,CLU,P10909,CLUS_HUMAN,KUB1
1191,CLU,P10909,CLUS_HUMAN,AAG4
53,ACP2,P11117,PPAL_HUMAN,ACP2
3312,HSPA8,P11142,HSP7C_HUMAN,HSPA8
3312,HSPA8,P11142,HSP7C_HUMAN,HSC70
3312,HSPA8,P11142,HSP7C_HUMAN,HSP73
3312,HSPA8,P11142,HSP7C_HUMAN,HSPA10
3684,ITGAM,P11215,ITAM_HUMAN,ITGAM
3684,ITGAM,P11215,ITAM_HUMAN,CD11B
3684,ITGAM,P11215,ITAM_HUMAN,CR3A
3916,LAMP1,P11279,LAMP1_HUMAN,LAMP1
3482,IGF2R,P11717,MPRI_HUMAN,IGF2R
3482,IGF2R,P11717,MPRI_HUMAN,MPRI
1636,ACE,P12821,ACE_HUMAN,ACE
1636,ACE,P12821,ACE_HUMAN,DCP
1636,ACE,P12821,ACE_HUMAN,DCP1
6714,SRC,P12931,SRC_HUMAN,SRC
6714,SRC,P12931,SRC_HUMAN,SRC1
8519,IFITM1,P13164,IFM1_HUMAN,IFITM1
8519,IFITM1,P13164,IFM1_HUMAN,CD225
8519,IFITM1,P13164,IFM1_HUMAN,IFI17
10437,IFI30,P13284,GILT_HUMAN,IFI30
10437,IFI30,P13284,GILT_HUMAN,GILT
10437,IFI30,P13284,GILT_HUMAN,IP30
3920,LAMP2,P13473,LAMP2_HUMAN,LAMP2
1080,CFTR,P13569,CFTR_HUMAN,CFTR
1080,CFTR,P13569,CFTR_HUMAN,ABCC7
54,ACP5,P13686,PPA5_HUMAN,ACP5
634,CEACAM1,P13688,CEAM1_HUMAN,CEACAM1
634,CEACAM1,P13688,CEAM1_HUMAN,BGP
634,CEACAM1,P13688,CEAM1_HUMAN,BGP1
3126,HLA-DRB4,P13762,DRB4_HUMAN,HLA-DRB4
3112,HLA-DOB,P13765,DOB_HUMAN,HLA-DOB
3292,HSD17B1,P14061,DHB1_HUMAN,HSD17B1
3292,HSD17B1,P14061,DHB1_HUMAN,E17KSR
3292,HSD17B1,P14061,DHB1_HUMAN,EDH17B1
3292,HSD17B1,P14061,DHB1_HUMAN,EDH17B2
3292,HSD17B1,P14061,DHB1_HUMAN,EDHB17
3292,HSD17B1,P14061,DHB1_HUMAN,SDR28C1
5551,PRF1,P14222,PERF_HUMAN,PRF1
5551,PRF1,P14222,PERF_HUMAN,PFP
7299,TYR,P14679,TYRO_HUMAN,TYR
3459,IFNGR1,P15260,INGR1_HUMAN,IFNGR1
410,ARSA,P15289,ARSA_HUMAN,ARSA
55,ACP3,P15309,PPAP_HUMAN,ACP3
55,ACP3,P15309,PPAP_HUMAN,ACPP
3753,KCNE1,P15382,KCNE1_HUMAN,KCNE1
2799,GNS,P15586,GNS_HUMAN,GNS
913,CD1E,P15812,CD1E_HUMAN,CD1E
912,CD1D,P15813,CD1D_HUMAN,CD1D
411,ARSB,P15848,ARSB_HUMAN,ARSB
2720,GLB1,P16278,BGAL_HUMAN,GLB1
2720,GLB1,P16278,BGAL_HUMAN,ELNR1
5532,PPP3CB,P16298,PP2BB_HUMAN,PPP3CB
5532,PPP3CB,P16298,PP2BB_HUMAN,CALNA2
5532,PPP3CB,P16298,PP2BB_HUMAN,CALNB
5532,PPP3CB,P16298,PP2BB_HUMAN,CNA2
4668,NAGA,P17050,NAGAB_HUMAN,NAGA
3454,IFNAR1,P17181,INAR1_HUMAN,IFNAR1
3454,IFNAR1,P17181,INAR1_HUMAN,IFNAR
6609,SMPD1,P17405,ASM_HUMAN,SMPD1
6609,SMPD1,P17405,ASM_HUMAN,ASM
